RID,Time_Departure,Distance,Weekday,Hour,Day,Signaltype,Time_Arrival,Speed_Per_Hour,Time_Driving,Address1,Address2
R01557,2023-03-06 21:00:00,123897.5124722047,Sun,14,21,5,2023-03-07 01:44:00,59.41549640875363,7506.0,서울특별시,상세주소1557
R01558,2023-03-06 22:00:00,,Wed,20,18,48,2023-03-06 23:54:00,27.67660560539342,32794.0,인천광역시,상세주소1558
R01559,2023-03-06 23:00:00,270106.9138960053,Fri,12,15,36,2023-03-06 23:49:00,34.753578293679915,27979.0,인천광역시,상세주소1559
R01560,2023-03-07 00:00:00,106672.99241151272,Mon,21,6,27,2023-03-07 01:19:00,73.62708284532539,5215.0,경기도,상세주소1560
R01561,2023-03-07 01:00:00,71824.29713337014,Wed,10,25,29,2023-03-07 04:13:00,53.73806678021867,4811.0,강원도,상세주소1561
R01562,2023-03-07 02:00:00,234377.1290579147,Sun,18,29,6,2023-03-07 04:01:00,110.70751496079001,7621.0,충청남도,상세주소1562
R01563,2023-03-07 03:00:00,83167.0046288927,Wed,7,19,8,2023-03-07 04:57:00,58.338974103294774,5132.0,경기도,상세주소1563
R01564,2023-03-07 04:00:00,246961.68123558984,Sun,19,1,24,2023-03-07 05:38:00,63.378445602775074,14027.0,경기도,상세주소1564
R01565,2023-03-07 05:00:00,127697.73784098009,Fri,7,1,32,2023-03-07 06:06:00,33.66206037044144,13656.0,서울특별시,상세주소1565
R01566,2023-03-07 06:00:00,200597.41988814966,Thu,9,13,0,2023-03-07 10:42:00,78.94863131030631,9147.0,서울특별시,상세주소1566
R01567,2023-03-07 07:00:00,29565.058836565786,Tue,15,3,5,2023-03-07 11:41:00,41.48558225168446,2565.0,인천광역시,상세주소1567
R01568,2023-03-07 08:00:00,187533.93807829532,Fri,18,10,17,2023-03-07 10:49:00,70.48824163821375,9577.0,경기도,상세주소1568
R01569,2023-03-07 09:00:00,136078.5359424315,Tue,22,21,9,2023-03-07 12:17:00,76.23586628341258,6425.0,서울특별시,상세주소1569
R01570,2023-03-07 10:00:00,176395.93048946676,Thu,10,3,27,2023-03-07 11:23:00,61.90386518136052,10258.0,서울특별시,상세주소1570
R01571,2023-03-07 11:00:00,51236.24811571416,Wed,12,9,10,2023-03-07 14:27:00,95.13941871274606,1938.0,경기도,상세주소1571
R01572,2023-03-07 12:00:00,221325.24973831046,Tue,8,8,32,2023-03-07 14:15:00,47.78593856699501,16673.0,서울특별시,상세주소1572
R01573,2023-03-07 13:00:00,258976.32618542534,Mon,19,3,0,2023-03-07 15:46:00,93.51080426243097,9970.0,경기도,상세주소1573
R01574,2023-03-07 14:00:00,65805.20022714192,Mon,23,25,12,2023-03-07 17:39:00,34.58107962800196,6850.0,경기도,상세주소1574
R01575,2023-03-07 15:00:00,29618.652100528358,Sun,18,13,36,2023-03-07 17:37:00,75.98056983759272,1403.0,서울특별시,상세주소1575
R01576,2023-03-07 16:00:00,8067.9372278545825,Fri,15,6,19,2023-03-07 17:16:00,57.151730374170874,508.0,-,상세주소1576
R01577,2023-03-07 17:00:00,192949.47863253654,Thu,6,13,0,2023-03-07 17:34:00,45.83734817773464,15153.0,경기도,상세주소1577
R01578,2023-03-07 18:00:00,182521.11679054543,Sun,18,23,2,2023-03-07 22:46:00,26.774425025359676,24541.0,경기도,상세주소1578
R01579,2023-03-07 19:00:00,164462.52640150694,Fri,11,20,17,2023-03-07 21:59:00,54.78661712166375,10806.0,경기도,상세주소1579
R01580,2023-03-07 20:00:00,70352.18173867665,Fri,14,20,40,2023-03-08 00:32:00,53.523698396385896,4731.0,경기도,상세주소1580
R01581,2023-03-07 21:00:00,117880.89277574889,Sun,22,12,13,2023-03-08 00:57:00,63.45812445908916,6687.0,서울특별시,상세주소1581
R01582,2023-03-07 22:00:00,178748.42422066574,Sat,13,13,30,2023-03-08 00:24:00,74.49629952621478,8637.0,인천광역시,상세주소1582
R01583,2023-03-07 23:00:00,149533.29079889166,Fri,10,2,26,2023-03-08 02:44:00,43.8306765378931,12281.0,경기도,상세주소1583
R01584,2023-03-08 00:00:00,296347.8705442513,Sat,9,21,16,2023-03-08 03:19:00,95.165353623412,11210.0,-,상세주소1584
R01585,2023-03-08 01:00:00,41795.486014463204,Mon,10,24,45,2023-03-08 02:51:00,49.22930575388764,3056.0,경기도,상세주소1585
R01586,2023-03-08 02:00:00,208848.22166023054,Mon,5,23,28,2023-03-08 05:03:00,72.043879580548,10436.0,충청남도,상세주소1586
R01587,2023-03-08 03:00:00,121891.31166318334,Fri,1,16,35,2023-03-08 05:50:00,61.80334766526567,7100.0,충청남도,상세주소1587
R01588,2023-03-08 04:00:00,129031.68486275882,Mon,10,23,36,2023-03-08 06:55:00,56.02580572688836,8291.0,서울특별시,상세주소1588
R01589,2023-03-08 05:00:00,215561.7319317947,Thu,18,6,25,2023-03-08 07:31:00,60.801143645300634,12763.0,경기도,상세주소1589
R01590,2023-03-08 06:00:00,208038.40924598652,Sat,5,19,16,2023-03-08 10:41:00,41.19424963658791,18180.0,서울특별시,상세주소1590
R01591,2023-03-08 07:00:00,297385.5421169543,Sat,13,21,21,2023-03-08 08:58:00,52.248677348551375,20490.0,서울특별시,상세주소1591
R01592,2023-03-08 08:00:00,39389.89254678344,Fri,19,13,24,2023-03-08 09:27:00,33.20489493407701,4270.0,충청남도,상세주소1592
R01593,2023-03-08 09:00:00,32128.785165865735,Mon,5,17,1,2023-03-08 10:32:00,49.01459327759461,2359.0,서울특별시,상세주소1593
R01594,2023-03-08 10:00:00,217577.3063214936,Tue,16,23,21,2023-03-08 11:41:00,50.666661459641226,15459.0,서울특별시,상세주소1594
R01595,2023-03-08 11:00:00,173937.68818491633,Sun,9,9,4,2023-03-08 11:38:00,76.90442725542687,8142.0,충청남도,상세주소1595
R01596,2023-03-08 12:00:00,82974.03930138196,Sun,0,17,3,2023-03-08 14:03:00,53.361496133058886,5597.0,-,상세주소1596
R01597,2023-03-08 13:00:00,24746.391327706995,Sat,2,29,35,2023-03-08 16:01:00,51.03836752525255,1745.0,서울특별시,상세주소1597
R01598,2023-03-08 14:00:00,26611.81662933273,Fri,7,2,5,2023-03-08 15:09:00,64.40080333308079,1487.0,충청남도,상세주소1598
R01599,2023-03-08 15:00:00,268363.0715245714,Fri,7,19,20,2023-03-08 16:31:00,63.61705218645126,15186.0,서울특별시,상세주소1599
R01600,2023-03-08 16:00:00,58368.33009090413,Thu,19,19,12,2023-03-08 20:43:00,48.1791865737009,4361.0,서울특별시,상세주소1600
R01601,2023-03-08 17:00:00,97688.09707254071,Wed,21,24,36,2023-03-08 18:38:00,67.88456785037596,5180.0,서울특별시,상세주소1601
R01602,2023-03-08 18:00:00,68770.26426586942,Wed,14,7,24,2023-03-08 22:34:00,56.427056046438906,4387.0,인천광역시,상세주소1602
R01603,2023-03-08 19:00:00,107143.89544374925,Sat,23,22,25,2023-03-08 22:19:00,48.14673398689987,8011.0,경기도,상세주소1603
R01604,2023-03-08 20:00:00,21757.728981081917,Sun,6,10,38,2023-03-08 23:27:00,50.09042338122012,1563.0,서울특별시,상세주소1604
R01605,2023-03-08 21:00:00,156198.87748157285,Thu,10,10,19,2023-03-09 00:38:00,78.98701378703886,7119.0,서울특별시,상세주소1605
R01606,2023-03-08 22:00:00,21216.156514072256,Thu,6,27,32,2023-03-09 02:49:00,50.69144013480884,1506.0,경기도,상세주소1606
R01607,2023-03-08 23:00:00,240306.5958388861,Thu,3,20,13,2023-03-09 00:41:00,65.22250673012286,13263.0,경기도,상세주소1607
R01608,2023-03-09 00:00:00,70879.91249121947,Sat,11,9,35,2023-03-09 00:46:00,34.351994712390734,7428.0,인천광역시,상세주소1608
R01609,2023-03-09 01:00:00,162463.56246674867,Wed,5,17,16,2023-03-09 02:26:00,82.3060999678452,7106.0,서울특별시,상세주소1609
R01610,2023-03-09 02:00:00,264143.647180876,Sun,13,27,20,2023-03-09 06:07:00,48.34011451683018,19671.0,경기도,상세주소1610
R01611,2023-03-09 03:00:00,195612.33334511105,Thu,11,15,45,2023-03-09 05:16:00,68.00578993487774,10355.0,충청남도,상세주소1611
R01612,2023-03-09 04:00:00,160354.37817884926,Sun,10,2,15,2023-03-09 07:22:00,54.968637439938064,10501.0,충청남도,상세주소1612
R01613,2023-03-09 05:00:00,97975.79218149731,Mon,18,30,45,2023-03-09 09:08:00,67.77668315584917,5204.0,서울특별시,상세주소1613
R01614,2023-03-09 06:00:00,100567.57200440118,Fri,20,4,15,2023-03-09 10:36:00,68.86880440729385,5256.0,경기도,상세주소1614
R01615,2023-03-09 07:00:00,201176.59960425884,Fri,4,19,19,2023-03-09 11:07:00,57.106734795797905,12682.0,강원도,상세주소1615
R01616,2023-03-09 08:00:00,298247.6690051291,Sun,13,17,28,2023-03-09 09:00:00,22.680709034114614,47339.0,충청남도,상세주소1616
R01617,2023-03-09 09:00:00,198889.9177649642,Tue,20,5,27,2023-03-09 10:16:00,81.82030218816482,8750.0,경기도,상세주소1617
R01618,2023-03-09 10:00:00,167777.24179363745,Tue,23,7,7,2023-03-09 12:43:00,57.201946753983286,10559.0,경기도,상세주소1618
R01619,2023-03-09 11:00:00,219464.50256153458,Sat,15,18,23,2023-03-09 13:17:00,67.36012014348132,11729.0,서울특별시,상세주소1619
R01620,2023-03-09 12:00:00,140096.47807283173,Sat,12,21,2,2023-03-09 13:41:00,73.83437379816537,6830.0,서울특별시,상세주소1620
R01621,2023-03-09 13:00:00,18982.56043763478,Fri,21,22,24,2023-03-09 15:17:00,50.85651705713941,1343.0,경기도,상세주소1621
R01622,2023-03-09 14:00:00,169126.74794749502,Mon,21,27,18,2023-03-09 17:20:00,70.34270913208924,8655.0,서울특별시,상세주소1622
R01623,2023-03-09 15:00:00,287329.9600671087,Wed,19,7,32,2023-03-09 17:25:00,45.047958117515186,22961.0,서울특별시,상세주소1623
R01624,2023-03-09 16:00:00,53415.57976494023,Wed,21,17,1,2023-03-09 17:43:00,67.75085712957096,2838.0,충청남도,상세주소1624
R01625,2023-03-09 17:00:00,207311.46235537904,Sat,3,7,14,2023-03-09 21:45:00,60.39405526955742,12357.0,서울특별시,상세주소1625
R01626,2023-03-09 18:00:00,61079.17290905789,Mon,10,4,21,2023-03-09 19:50:00,51.55009712999087,4265.0,서울특별시,상세주소1626
R01627,2023-03-09 19:00:00,161212.4776574513,Sat,16,8,9,2023-03-09 23:57:00,60.93984340625996,9523.0,-,상세주소1627
R01628,2023-03-09 20:00:00,29906.258444369167,Wed,6,13,17,2023-03-09 22:37:00,38.89613053207697,2767.0,경기도,상세주소1628
R01629,2023-03-09 21:00:00,135660.90994119734,Sun,13,4,21,2023-03-10 01:24:00,66.18079855347796,7379.0,경기도,상세주소1629
R01630,2023-03-09 22:00:00,227092.83533967857,Sat,10,6,45,2023-03-09 23:10:00,68.25644158045637,11977.0,인천광역시,상세주소1630
R01631,2023-03-09 23:00:00,104923.88574745564,Thu,21,25,48,2023-03-10 02:30:00,66.91280279808228,5645.0,경기도,상세주소1631
R01632,2023-03-10 00:00:00,199808.6056216782,Sun,8,5,26,2023-03-10 03:06:00,90.04341655081966,7988.0,충청남도,상세주소1632
R01633,2023-03-10 01:00:00,238839.53827612902,Sat,22,30,12,2023-03-10 02:28:00,58.10052571789968,14798.0,경기도,상세주소1633
R01634,2023-03-10 02:00:00,278226.16802435636,Fri,12,12,32,2023-03-10 06:38:00,59.477546557441904,16840.0,경기도,상세주소1634
R01635,2023-03-10 03:00:00,71157.98247478061,Sat,22,4,4,2023-03-10 06:41:00,36.594611977566004,7000.0,강원도,상세주소1635
R01636,2023-03-10 04:00:00,120395.45882698313,Fri,17,24,25,2023-03-10 04:53:00,91.4493898308581,4739.0,서울특별시,상세주소1636
R01637,2023-03-10 05:00:00,46572.38798579481,Mon,10,29,12,2023-03-10 06:49:00,30.037132097309865,5581.0,인천광역시,상세주소1637
R01638,2023-03-10 06:00:00,297752.5671453542,Wed,14,9,26,2023-03-10 08:43:00,64.57127213399755,16600.0,경기도,상세주소1638
R01639,2023-03-10 07:00:00,278173.2894093643,Sun,21,4,13,2023-03-10 11:02:00,47.704378525828304,20992.0,경기도,상세주소1639
R01640,2023-03-10 08:00:00,162447.1819538873,Sun,18,19,23,2023-03-10 11:15:00,61.24633225349278,9548.0,충청남도,상세주소1640
R01641,2023-03-10 09:00:00,252767.95501854995,Tue,0,24,2,2023-03-10 10:40:00,33.83881455746817,26891.0,경기도,상세주소1641
R01642,2023-03-10 10:00:00,156766.4352043406,Tue,3,14,46,2023-03-10 14:03:00,77.83326939541757,7250.0,서울특별시,상세주소1642
R01643,2023-03-10 11:00:00,187452.12071282516,Wed,13,5,48,2023-03-10 12:34:00,40.8964080340092,16500.0,경기도,상세주소1643
R01644,2023-03-10 12:00:00,27648.20520268897,Tue,13,18,29,2023-03-10 16:10:00,83.32506226198973,1194.0,경기도,상세주소1644
R01645,2023-03-10 13:00:00,226825.85572854558,Sun,2,10,34,2023-03-10 16:34:00,41.447790962874194,19701.0,인천광역시,상세주소1645
R01646,2023-03-10 14:00:00,39186.331606935215,Sat,16,25,47,2023-03-10 17:56:00,79.50424838208811,1774.0,충청남도,상세주소1646
R01647,2023-03-10 15:00:00,247994.22144550597,Mon,2,19,13,2023-03-10 17:08:00,43.38070247221971,20580.0,서울특별시,상세주소1647
R01648,2023-03-10 16:00:00,234826.39821344538,Mon,15,12,11,2023-03-10 20:31:00,47.70780577469651,17719.0,서울특별시,상세주소1648
R01649,2023-03-10 17:00:00,212914.66462514995,Wed,13,18,27,2023-03-10 20:07:00,59.9630782327176,12782.0,서울특별시,상세주소1649
R01650,2023-03-10 18:00:00,11811.953776903872,Tue,19,17,43,2023-03-10 20:07:00,43.04146593032435,987.0,서울특별시,상세주소1650
R01651,2023-03-10 19:00:00,91635.37842765325,Sat,12,30,28,2023-03-10 20:11:00,42.45248430839918,7770.0,인천광역시,상세주소1651
R01652,2023-03-10 20:00:00,79670.65840334202,Mon,14,24,42,2023-03-10 22:48:00,43.2731739400289,6627.0,경기도,상세주소1652
R01653,2023-03-10 21:00:00,108680.7858339842,Mon,13,11,16,2023-03-11 01:16:00,66.37711169211882,5894.0,경기도,상세주소1653
R01654,2023-03-10 22:00:00,27205.181282387723,Thu,23,3,39,2023-03-10 23:41:00,59.99101202635477,1632.0,강원도,상세주소1654
R01655,2023-03-10 23:00:00,281150.38908628776,Thu,18,23,48,2023-03-11 03:32:00,61.05262455787291,16578.0,경기도,상세주소1655
R01656,2023-03-11 00:00:00,166586.86997300052,Sun,5,17,20,2023-03-11 00:47:00,53.50734291278246,11208.0,경기도,상세주소1656
R01657,2023-03-11 01:00:00,92351.76888674904,Mon,9,1,22,2023-03-11 02:46:00,70.97399799721339,4684.0,서울특별시,상세주소1657
R01658,2023-03-11 02:00:00,119697.47360521075,Wed,14,15,19,2023-03-11 03:14:00,81.00116062241244,5319.0,인천광역시,상세주소1658
R01659,2023-03-11 03:00:00,134713.55961094587,Fri,20,28,10,2023-03-11 05:49:00,71.51234128402453,6781.0,서울특별시,상세주소1659
R01660,2023-03-11 04:00:00,180577.70567482457,Fri,21,9,33,2023-03-11 07:26:00,55.820568975013416,11645.0,경기도,상세주소1660
R01661,2023-03-11 05:00:00,155188.14888125283,Sat,19,15,9,2023-03-11 09:11:00,35.58429832651349,15700.0,-,상세주소1661
R01662,2023-03-11 06:00:00,275898.19999111077,Mon,5,28,9,2023-03-11 08:01:00,20.45838600631844,48548.0,인천광역시,상세주소1662
R01663,2023-03-11 07:00:00,149592.08138884325,Mon,22,24,42,2023-03-11 07:51:00,58.70270299253811,9173.0,충청남도,상세주소1663
R01664,2023-03-11 08:00:00,297655.2464321705,Sun,9,28,5,2023-03-11 11:21:00,20.136171742168955,53215.0,경기도,상세주소1664
R01665,2023-03-11 09:00:00,255576.06236578364,Mon,6,29,35,2023-03-11 11:01:00,56.01389333328855,16425.0,경기도,상세주소1665
R01666,2023-03-11 10:00:00,63344.64379284341,Wed,21,3,23,2023-03-11 13:41:00,88.05246397613142,2589.0,경기도,상세주소1666
R01667,2023-03-11 11:00:00,279247.96917853097,Thu,16,22,11,2023-03-11 12:46:00,36.930598987375824,27221.0,경기도,상세주소1667
R01668,2023-03-11 12:00:00,35793.55296775735,Mon,17,27,42,2023-03-11 15:28:00,34.277861039721785,3759.0,경기도,상세주소1668
R01669,2023-03-11 13:00:00,245417.46283886628,Mon,16,19,22,2023-03-11 17:27:00,72.73868458828446,12146.0,경기도,상세주소1669
R01670,2023-03-11 14:00:00,114806.36474949744,Sun,8,13,26,2023-03-11 16:44:00,10.0,41330.0,서울특별시,상세주소1670
R01671,2023-03-11 15:00:00,263514.3218130758,Tue,9,12,44,2023-03-11 15:48:00,67.636162807909,14025.0,서울특별시,상세주소1671
R01672,2023-03-11 16:00:00,260548.95034212765,Sun,9,20,36,2023-03-11 17:52:00,89.37018551454986,10495.0,인천광역시,상세주소1672
R01673,2023-03-11 17:00:00,241971.69463516874,Sun,6,1,5,2023-03-11 21:17:00,42.550301812099804,20472.0,경기도,상세주소1673
R01674,2023-03-11 18:00:00,237219.10045581136,Wed,15,21,0,2023-03-11 22:54:00,39.11520505764233,21832.0,서울특별시,상세주소1674
R01675,2023-03-11 19:00:00,92099.06259031419,Sat,17,17,5,2023-03-11 21:21:00,71.8004659519906,4617.0,경기도,상세주소1675
R01676,2023-03-11 20:00:00,25194.8656323244,Mon,5,13,49,2023-03-12 00:40:00,36.58512445147557,2479.0,서울특별시,상세주소1676
R01677,2023-03-11 21:00:00,121491.07345078328,Sun,19,1,21,2023-03-12 00:13:00,76.2163744746892,5738.0,서울특별시,상세주소1677
R01678,2023-03-11 22:00:00,52883.82998096609,Sun,0,10,40,2023-03-12 01:17:00,38.213801435022674,4982.0,서울특별시,상세주소1678
R01679,2023-03-11 23:00:00,208790.37558183607,Tue,0,15,23,2023-03-12 03:10:00,95.36804670668838,7881.0,충청남도,상세주소1679
R01680,2023-03-12 00:00:00,104483.81823479787,Sun,11,27,24,2023-03-12 03:40:00,73.24611291456458,5135.0,충청남도,상세주소1680
R01681,2023-03-12 01:00:00,292707.45005711453,Fri,20,27,14,2023-03-12 04:19:00,60.76087620379599,17342.0,서울특별시,상세주소1681
R01682,2023-03-12 02:00:00,192650.65112625426,Sat,1,30,25,2023-03-12 03:14:00,94.2150988618471,7361.0,충청남도,상세주소1682
R01683,2023-03-12 03:00:00,246921.6885266739,Mon,3,7,7,2023-03-12 03:43:00,80.63087415703403,11024.0,서울특별시,상세주소1683
R01684,2023-03-12 04:00:00,40624.87714981268,Mon,16,28,23,2023-03-12 08:20:00,67.37233553886621,2170.0,충청남도,상세주소1684
R01685,2023-03-12 05:00:00,258742.33019951414,Tue,3,22,47,2023-03-12 08:06:00,22.73560132523037,40969.0,서울특별시,상세주소1685
R01686,2023-03-12 06:00:00,276904.3999635049,Wed,10,18,37,2023-03-12 08:43:00,45.970119178612265,21684.0,서울특별시,상세주소1686
R01687,2023-03-12 07:00:00,146631.51372686183,Mon,21,16,5,2023-03-12 08:06:00,81.70819177741012,6460.0,인천광역시,상세주소1687
R01688,2023-03-12 08:00:00,182269.62838754227,Fri,3,14,34,2023-03-12 09:22:00,33.99747913584798,19300.0,경기도,상세주소1688
R01689,2023-03-12 09:00:00,229678.13046999564,Mon,0,27,41,2023-03-12 09:47:00,44.685534533945905,18503.0,서울특별시,상세주소1689
R01690,2023-03-12 10:00:00,53276.74955086335,Fri,6,28,0,2023-03-12 11:07:00,39.558044249867784,4848.0,강원도,상세주소1690
R01691,2023-03-12 11:00:00,151267.25686256928,Sat,17,18,45,2023-03-12 14:36:00,68.04713652642485,8002.0,인천광역시,상세주소1691
R01692,2023-03-12 12:00:00,120200.24530392162,Sat,8,27,35,2023-03-12 15:45:00,79.27223621725761,5458.0,경기도,상세주소1692
R01693,2023-03-12 13:00:00,44765.82365651248,Thu,2,7,11,2023-03-12 17:32:00,79.29197837182474,2032.0,경기도,상세주소1693
R01694,2023-03-12 14:00:00,110892.7922651679,Thu,7,17,37,2023-03-12 15:04:00,42.94361207855472,9296.0,충청남도,상세주소1694
R01695,2023-03-12 15:00:00,21383.520506262576,Fri,23,29,10,2023-03-12 19:04:00,67.77317044737362,1135.0,-,상세주소1695
R01696,2023-03-12 16:00:00,8717.76017789661,Wed,18,18,11,2023-03-12 20:08:00,42.00234765908608,747.0,경기도,상세주소1696
R01697,2023-03-12 17:00:00,41414.72045729201,Mon,3,12,41,2023-03-12 18:59:00,55.78903000523933,2672.0,충청남도,상세주소1697
R01698,2023-03-12 18:00:00,288971.418365163,Sun,17,8,49,2023-03-12 22:41:00,70.40336197892033,14776.0,충청남도,상세주소1698
R01699,2023-03-12 19:00:00,165309.33123261007,Mon,19,22,38,2023-03-12 19:37:00,81.22750673258369,7326.0,경기도,상세주소1699
R01700,2023-03-12 20:00:00,289780.82618481276,Thu,10,30,6,2023-03-13 00:45:00,17.012060126776873,61321.0,충청남도,상세주소1700
R01701,2023-03-12 21:00:00,130316.86562070946,Sun,13,2,10,2023-03-13 00:57:00,61.97269382816998,7570.0,경기도,상세주소1701
R01702,2023-03-12 22:00:00,94233.02379249262,Fri,17,7,35,2023-03-13 00:40:00,88.14586607059884,3848.0,서울특별시,상세주소1702
R01703,2023-03-12 23:00:00,152336.416989233,Sun,15,4,30,2023-03-13 03:13:00,64.64438859350734,8483.0,서울특별시,상세주소1703
R01704,2023-03-13 00:00:00,132413.99490124013,Mon,2,18,32,2023-03-13 03:46:00,61.65226545586625,7731.0,서울특별시,상세주소1704
R01705,2023-03-13 01:00:00,32593.74059426143,Mon,14,28,12,2023-03-13 03:51:00,48.73985697039263,2407.0,인천광역시,상세주소1705
R01706,2023-03-13 02:00:00,192607.06809237166,Wed,3,6,17,2023-03-13 06:41:00,87.6150593557256,7913.0,서울특별시,상세주소1706
R01707,2023-03-13 03:00:00,65595.41657037029,Tue,4,27,40,2023-03-13 05:05:00,49.66431809577454,4754.0,충청남도,상세주소1707
R01708,2023-03-13 04:00:00,186256.79851445105,Sun,16,9,23,2023-03-13 04:55:00,57.99701219101344,11561.0,충청남도,상세주소1708
R01709,2023-03-13 05:00:00,195410.12662704787,Thu,6,27,8,2023-03-13 07:20:00,50.59573642936542,13903.0,인천광역시,상세주소1709
R01710,2023-03-13 06:00:00,46455.43108546578,Thu,15,9,30,2023-03-13 08:32:00,62.163910170299275,2690.0,서울특별시,상세주소1710
R01711,2023-03-13 07:00:00,19343.53850608978,Tue,13,14,40,2023-03-13 10:35:00,88.51303998096392,786.0,경기도,상세주소1711
R01712,2023-03-13 08:00:00,234447.7142344635,Mon,15,8,9,2023-03-13 11:17:00,41.877869388466735,20154.0,서울특별시,상세주소1712
R01713,2023-03-13 09:00:00,138480.32670702675,Wed,6,19,1,2023-03-13 10:20:00,62.25106528503733,8008.0,충청남도,상세주소1713
R01714,2023-03-13 10:00:00,18390.97485613726,Wed,8,3,37,2023-03-13 10:34:00,67.82129000431617,976.0,경기도,상세주소1714
R01715,2023-03-13 11:00:00,298465.02883376036,Thu,3,18,14,2023-03-13 12:46:00,43.75335730061306,24557.0,-,상세주소1715
R01716,2023-03-13 12:00:00,18276.387737913625,Wed,21,5,2,2023-03-13 15:09:00,58.8196828777856,1118.0,충청남도,상세주소1716
R01717,2023-03-13 13:00:00,,Sat,10,14,42,2023-03-13 16:57:00,97.02680238982157,7747.0,인천광역시,상세주소1717
R01718,2023-03-13 14:00:00,295119.99865376065,Tue,1,28,30,2023-03-13 18:46:00,24.630213442240965,43135.0,서울특별시,상세주소1718
R01719,2023-03-13 15:00:00,72514.85116056175,Mon,11,30,5,2023-03-13 18:54:00,51.57598523685196,5061.0,서울특별시,상세주소1719
R01720,2023-03-13 16:00:00,43532.56123747166,Sat,11,4,2,2023-03-13 20:44:00,65.01119013860185,2410.0,인천광역시,상세주소1720
R01721,2023-03-13 17:00:00,37294.09688730624,Tue,3,7,10,2023-03-13 17:40:00,52.48114061335488,2558.0,서울특별시,상세주소1721
R01722,2023-03-13 18:00:00,91679.26912271106,Fri,17,20,14,2023-03-13 18:37:00,117.72494941128224,2803.0,충청남도,상세주소1722
R01723,2023-03-13 19:00:00,31212.69749218336,Sun,20,25,44,2023-03-13 20:01:00,70.97381472962586,1583.0,서울특별시,상세주소1723
R01724,2023-03-13 20:00:00,207956.24116654543,Thu,6,28,27,2023-03-13 20:57:00,39.11261674281049,19140.0,인천광역시,상세주소1724
R01725,2023-03-13 21:00:00,19625.247640888745,Wed,0,12,9,2023-03-14 00:55:00,13.26481289359382,5326.0,인천광역시,상세주소1725
R01726,2023-03-13 22:00:00,153317.21631678712,Fri,22,2,37,2023-03-14 02:17:00,66.80551725503707,8261.0,경기도,상세주소1726
R01727,2023-03-13 23:00:00,299012.3593020401,Wed,12,11,46,2023-03-14 01:37:00,44.887617523849215,23980.0,경기도,상세주소1727
R01728,2023-03-14 00:00:00,244377.11058229962,Sat,5,14,49,2023-03-14 04:44:00,85.77797012557306,10256.0,충청남도,상세주소1728
R01729,2023-03-14 01:00:00,184950.61203107226,Mon,5,22,49,2023-03-14 05:01:00,54.502688741792326,12216.0,경기도,상세주소1729
R01730,2023-03-14 02:00:00,92569.8326151969,Mon,11,23,6,2023-03-14 06:28:00,48.63296718660939,6852.0,서울특별시,상세주소1730
R01731,2023-03-14 03:00:00,187544.8550511999,Mon,7,16,14,2023-03-14 06:56:00,48.295056857100306,13979.0,서울특별시,상세주소1731
R01732,2023-03-14 04:00:00,158585.39770958383,Wed,23,20,17,2023-03-14 08:34:00,79.73018347658557,7160.0,경기도,상세주소1732
R01733,2023-03-14 05:00:00,128398.93178322108,Fri,21,29,17,2023-03-14 06:14:00,68.31166079667929,6766.0,경기도,상세주소1733
R01734,2023-03-14 06:00:00,40082.40264531964,Mon,18,6,40,2023-03-14 08:14:00,95.11913447581756,1517.0,충청남도,상세주소1734
R01735,2023-03-14 07:00:00,266094.66035689955,Fri,4,23,23,2023-03-14 11:23:00,55.697857675936234,17198.0,서울특별시,상세주소1735
R01736,2023-03-14 08:00:00,135485.60999757543,Wed,17,4,1,2023-03-14 11:38:00,77.24558824106066,6314.0,서울특별시,상세주소1736
R01737,2023-03-14 09:00:00,59192.131034408754,Sat,4,15,39,2023-03-14 10:13:00,77.58752168823293,2746.0,강원도,상세주소1737
R01738,2023-03-14 10:00:00,110960.0459123096,Fri,9,24,19,2023-03-14 14:14:00,73.4762690612712,5436.0,경기도,상세주소1738
R01739,2023-03-14 11:00:00,124824.79600614918,Sat,0,25,33,2023-03-14 13:51:00,49.802843619067154,9022.0,경기도,상세주소1739
R01740,2023-03-14 12:00:00,248433.8307744954,Wed,9,1,42,2023-03-14 14:45:00,69.46816060091575,12874.0,인천광역시,상세주소1740
R01741,2023-03-14 13:00:00,220350.69978785922,Wed,4,7,25,2023-03-14 16:25:00,58.055151198719976,13663.0,인천광역시,상세주소1741
R01742,2023-03-14 14:00:00,,Thu,11,25,6,2023-03-14 16:51:00,57.52967457816915,14456.0,서울특별시,상세주소1742
R01743,2023-03-14 15:00:00,4298.348064165517,Wed,21,12,37,2023-03-14 16:49:00,43.88379416629469,352.0,-,상세주소1743
R01744,2023-03-14 16:00:00,125430.0454557487,Wed,6,10,29,2023-03-14 17:51:00,17.593225175385534,25666.0,강원도,상세주소1744
R01745,2023-03-14 17:00:00,144921.90133896176,Tue,8,5,41,2023-03-14 19:44:00,84.9675272839637,6140.0,경기도,상세주소1745
R01746,2023-03-14 18:00:00,6738.490770093949,Mon,21,12,4,2023-03-14 21:56:00,68.6311673857196,353.0,경기도,상세주소1746
R01747,2023-03-14 19:00:00,78684.14941476523,Thu,20,18,10,2023-03-14 22:26:00,33.136035606461476,8548.0,충청남도,상세주소1747
